trigger_dt,pitch_dt,ticker,sentiment
2024-06-11,2024-06-11,IMXI,bullish
2024-06-13,2024-06-11,SE,bullish
2024-06-12,2024-06-12,ORCL,bullish
2024-06-28,2024-06-12,TH,bullish
2024-07-09,2024-06-12,TIPT,bullish
2024-06-13,2024-06-13,ASML,bullish
2024-06-21,2024-06-13,LSAK,bullish
2024-06-14,2024-06-13,SLS,bullish
2024-06-14,2024-06-14,OVID,bullish
2024-06-14,2024-06-14,NFLX,bullish
2024-06-27,2024-06-14,SIFY,bullish
2024-06-26,2024-06-14,IESC,bullish
2024-09-04,2024-06-14,ATAT,bullish
2024-06-14,2024-06-14,QD,bullish
2024-12-31,2024-06-14,BRFH,bullish
2024-06-14,2024-06-14,RAVE,bullish
2025-01-22,2024-06-14,DEFTF,bullish
2024-06-14,2024-06-14,TSM,bullish
2024-06-24,2024-06-14,EQC,bullish
2024-06-17,2024-06-15,DE,bullish
2024-06-17,2024-06-16,WULF,bullish
2024-06-24,2024-06-16,WS,bullish
2024-07-11,2024-06-17,KMT,bullish
2024-06-18,2024-06-17,TTD,bullish
2024-06-17,2024-06-17,EVRI,bullish
2024-06-17,2024-06-17,AVGO,bullish
2024-12-20,2024-06-17,OPXS,bullish
2024-06-28,2024-06-17,LC,bullish
2024-06-17,2024-06-17,GLW,bullish
2024-06-20,2024-06-17,BP,bullish
2024-07-10,2024-06-18,EPM,bullish
2024-07-09,2024-06-18,HUMA,bullish
2024-06-18,2024-06-18,DRI,bullish
2024-06-26,2024-06-18,STLA,bullish
2024-07-10,2024-06-18,YUMC,bullish
2024-09-03,2024-06-20,EIGRQ,bullish
2024-11-04,2024-06-20,DEFTF,bearish
2024-06-21,2024-06-20,SBAC,bullish
2024-06-20,2024-06-20,MPLX,bullish
2024-07-09,2024-06-21,COLD,bullish
2024-06-24,2024-06-22,LSXMA,bullish
2024-06-24,2024-06-22,GPN,bullish
2024-06-24,2024-06-23,AAT,bullish
2024-06-24,2024-06-23,VEEV,bullish
2024-06-24,2024-06-24,GLNG,bullish
2024-06-24,2024-06-24,GLNG,bullish
2024-06-24,2024-06-24,MAX,bearish
2024-07-01,2024-06-24,PERI,bullish
2024-06-28,2024-06-24,SOFI,bullish
2024-06-25,2024-06-24,VLO,bullish
2024-06-28,2024-06-24,BN,bullish
2024-06-26,2024-06-25,RGS,bullish
2024-06-25,2024-06-25,ALIT,bullish
2024-06-26,2024-06-26,UGI,bullish
2024-07-25,2024-06-26,HIMS,bullish
2024-06-26,2024-06-26,TZOO,bullish
2024-08-19,2024-06-26,CORZ,bullish
2024-08-13,2024-06-26,MU,bullish
2024-06-26,2024-06-26,TSLA,bullish
2024-06-26,2024-06-26,TEAM,bullish
2024-08-12,2024-06-26,SE,bullish
2024-06-28,2024-06-27,THO,bullish
2024-07-10,2024-06-27,RLAY,bullish
2024-08-13,2024-06-27,MU,bullish
2024-06-28,2024-06-28,RGS,bullish
2024-07-12,2024-06-28,NXT,bullish
2024-07-11,2024-06-29,WCC,bullish
2024-07-01,2024-06-30,NKE,bearish
2024-08-13,2024-06-30,NVDA,bullish
2024-07-05,2024-06-30,TMDX,bullish
2024-07-11,2024-06-30,SNA,bullish
2024-07-18,2024-06-30,KSPI,bullish
2024-07-01,2024-06-30,FOUR,bullish
2024-07-09,2024-06-30,PLAY,bullish
2024-07-03,2024-06-30,NEM,bullish
2024-07-02,2024-07-01,TIGO,bullish
2024-07-08,2024-07-01,TDW,bullish
2024-12-20,2024-07-01,KMRPF,bullish
2024-07-01,2024-07-01,FND,bearish
2024-07-03,2024-07-01,CRON,bullish
2024-07-01,2024-07-01,S,bullish
2024-07-05,2024-07-01,RBRK,bullish
2024-07-01,2024-07-01,LILA,bullish
2024-07-01,2024-07-01,LULU,bullish
2024-07-01,2024-07-01,NTES,bullish
2024-07-01,2024-07-01,AMPH,bearish
2024-07-01,2024-07-01,GOLD,bullish
2024-07-02,2024-07-02,LULU,bullish
2024-12-20,2024-07-02,WPLCF,bullish
2024-07-09,2024-07-02,RCM,bullish
2024-07-02,2024-07-02,BRZE,bullish
2024-07-10,2024-07-02,DQ,bullish
2024-07-15,2024-07-03,ARDX,bullish
2024-07-03,2024-07-03,BRBR,bullish
2024-07-03,2024-07-03,MITK,bullish
2024-07-05,2024-07-04,BTU,bullish
2024-07-10,2024-07-04,FOA,bullish
2024-07-05,2024-07-04,CCB,bullish
2024-12-20,2024-07-04,PBBK,bullish
2026-05-06,2024-07-04,JOB,bullish
2024-07-08,2024-07-06,FDX,bullish
2024-07-08,2024-07-07,ICE,bullish
2024-07-08,2024-07-08,NPO,bullish
2024-07-10,2024-07-08,FARM,bullish
2024-07-08,2024-07-08,SOHU,bullish
2024-07-15,2024-07-08,JBT,bullish
2024-07-09,2024-07-08,RCM,bullish
2024-07-16,2024-07-08,VMI,bullish
2024-08-26,2024-07-09,SILA,bullish
2024-07-09,2024-07-09,APP,bullish
2024-07-09,2024-07-09,PAR,bullish
2024-12-26,2024-07-09,CZBS,bullish
2024-12-20,2024-07-09,CURN,bullish
2024-07-09,2024-07-09,DBI,bullish
2025-01-07,2024-07-09,UBAB,bullish
2024-07-12,2024-07-09,ARW,bullish
2024-07-16,2024-07-10,APD,bullish
2024-07-10,2024-07-10,RCAT,bullish
2024-12-31,2024-07-10,HLVX,bullish
2024-07-22,2024-07-10,ORLY,bullish
2025-08-14,2024-07-10,BLBRF,bullish
2024-07-10,2024-07-10,UAN,bullish
2024-07-10,2024-07-10,DAWN,bullish
2024-07-15,2024-07-11,WH,bullish
2024-07-12,2024-07-12,RGS,bullish
2024-12-31,2024-07-12,AUCUF,bullish
2024-07-15,2024-07-13,TIL,bullish
2024-07-15,2024-07-13,TCX,bullish
2024-07-15,2024-07-14,NEM,bullish
2024-07-15,2024-07-14,HAS,bullish
2024-08-15,2024-07-14,AMZN,bullish
2024-07-16,2024-07-14,DIS,bullish
2024-12-23,2024-07-14,DGICB,bullish
2025-01-06,2024-07-15,ASHTY,bullish
2024-07-16,2024-07-15,ESI,bullish
2024-07-15,2024-07-15,MTCH,bullish
2024-07-15,2024-07-15,APP,bullish
2024-07-15,2024-07-15,ALGM,bullish
2026-04-02,2024-07-15,LSF,bullish
2024-08-01,2024-07-15,MSTR,bearish
2024-07-15,2024-07-15,CWCO,bullish
2024-07-15,2024-07-15,IDCC,bullish
2024-07-15,2024-07-15,BLMN,bullish
2024-07-15,2024-07-15,XPOF,bullish
2024-07-16,2024-07-16,ODD,bullish
2024-12-20,2024-07-16,CLCO,bullish
2024-07-16,2024-07-16,VALE,bullish
2024-07-17,2024-07-17,BERY,bullish
2024-12-04,2024-07-17,VEOEY,bullish
2024-07-17,2024-07-17,DAVE,bullish
2024-07-17,2024-07-17,EPAM,bullish
2024-07-17,2024-07-17,TR,bullish
2024-07-18,2024-07-18,ACET,bullish
2024-07-18,2024-07-18,IGIC,bullish
2024-08-09,2024-07-19,CRWD,bullish
2024-08-09,2024-07-19,CRWD,bullish
2024-07-19,2024-07-19,MCFT,bullish
2025-01-17,2024-07-19,PLBC,bullish
2024-07-19,2024-07-19,GD,bullish
2024-07-19,2024-07-19,LMT,bullish
2024-08-07,2024-07-19,FTNT,bullish
2024-08-15,2024-07-19,MCHP,bullish
2026-04-02,2024-07-21,LSF,bullish
2024-07-22,2024-07-21,CRI,bullish
2024-07-25,2024-07-21,PBH,bearish
2024-07-22,2024-07-21,UL,bullish
2024-07-22,2024-07-22,NDAQ,bullish
2024-07-22,2024-07-22,DHR,bullish
2024-07-26,2024-07-22,KNSL,bullish
2024-07-22,2024-07-22,CRM,bullish
2024-11-04,2024-07-22,SUNS,bullish
2024-07-23,2024-07-23,DLTR,bullish
2024-08-12,2024-07-23,ONTO,bullish
2025-02-06,2024-07-23,ITMSF,bullish
2024-07-23,2024-07-23,TUSK,bullish
2024-07-24,2024-07-24,ACI,bullish
2024-08-05,2024-07-24,OTTR,bearish
2024-07-26,2024-07-24,WLK,bearish
2024-07-29,2024-07-24,ATKR,bearish
2024-07-25,2024-07-25,GENI,bullish
2024-08-12,2024-07-25,COP,bullish
2024-07-25,2024-07-25,RNLX,bullish
2024-08-20,2024-07-25,EGRX,bullish
2024-12-30,2024-07-26,PTALF,bullish
2024-07-26,2024-07-26,DXPE,bullish
2024-07-26,2024-07-26,DCTH,bullish
2024-07-26,2024-07-26,AAP,bullish
2024-07-26,2024-07-26,MYO,bullish
2024-08-16,2024-07-28,CIVI,bullish
2024-07-30,2024-07-28,BLCO,bullish
2024-08-06,2024-07-28,PDD,bullish
2024-07-29,2024-07-28,ENPH,bullish
2024-07-29,2024-07-28,AXP,bullish
2024-08-02,2024-07-28,FIVE,bullish
2024-07-29,2024-07-29,AON,bullish
2024-08-12,2024-07-29,SE,bullish
2024-07-29,2024-07-29,NLOP,bullish
2024-08-02,2024-07-29,TIGO,bullish
2024-08-15,2024-07-29,TPR,bullish
2024-08-06,2024-07-29,SNA,bearish
2024-08-19,2024-07-29,CP,bullish
2024-08-05,2024-07-30,ASAI,bullish
2024-07-30,2024-07-30,SCI,bullish
2024-07-30,2024-07-30,LFMD,bullish
2024-07-30,2024-07-30,RCAT,bullish
2024-08-13,2024-07-30,KLG,bearish
2024-08-13,2024-07-30,MRVL,bullish
2024-07-30,2024-07-30,CNH,bullish
2024-08-16,2024-07-31,TGT,bullish
2025-01-27,2024-07-31,TIHRF,bullish
2024-07-31,2024-07-31,SBUX,bullish
2024-08-21,2024-08-01,ABNB,bullish
2024-08-01,2024-08-01,BABA,bullish
2024-08-02,2024-08-02,CVEO,bullish
2024-08-15,2024-08-02,AMZN,bullish
2024-08-20,2024-08-03,INTC,bullish
2024-08-21,2024-08-04,HIMS,bullish
2024-08-05,2024-08-04,PYPL,bullish
2024-08-15,2024-08-04,AXP,bullish
2024-11-04,2024-08-05,BELFA,bearish
2024-08-07,2024-08-05,AXON,bullish
2024-08-19,2024-08-05,OTIS,bullish
2024-08-05,2024-08-05,PACK,bullish
2024-08-15,2024-08-07,RELL,bullish
2024-08-13,2024-08-07,CRH,bullish
2024-08-15,2024-08-08,EGAN,bullish
2024-08-08,2024-08-08,FNCH,bullish
2024-08-12,2024-08-08,APP,bullish
2024-12-31,2024-08-08,GLASF,bullish
2025-01-21,2024-08-08,HIFS,bullish
2024-08-22,2024-08-08,GFF,bullish
2024-08-26,2024-08-09,PETS,bullish
2024-08-09,2024-08-09,UBER,bullish
2024-08-15,2024-08-10,ESTC,bullish
2024-08-15,2024-08-10,AMZN,bullish
2024-09-13,2024-08-10,LILAK,bullish
2024-10-24,2024-08-10,LB,bullish
2024-08-22,2024-08-10,ATKR,bullish
2024-08-21,2024-08-11,ABNB,bullish
2024-08-19,2024-08-11,QRHC,bullish
2024-08-12,2024-08-11,LW,bullish
2024-08-13,2024-08-11,RELY,bullish
2024-08-19,2024-08-12,CPS,bullish
2025-01-06,2024-08-12,GEODF,bullish
2024-08-12,2024-08-12,EDU,bullish
2024-08-27,2024-08-12,FROG,bullish
2024-08-12,2024-08-12,ASAI,bullish
2024-11-04,2024-08-13,STRM,bullish
2024-08-16,2024-08-13,LASR,bullish
2025-01-15,2024-08-13,DBOEY,bullish
2024-08-14,2024-08-14,MEDP,bullish
2024-08-21,2024-08-14,WBD,bullish
2024-08-23,2024-08-14,BROS,bullish
2024-08-14,2024-08-14,BKNG,bullish
2024-08-21,2024-08-14,LHX,bullish
2024-08-14,2024-08-14,OSCR,bullish
2024-08-15,2024-08-14,CRON,bullish
2024-08-15,2024-08-15,PLTR,bullish
2024-08-15,2024-08-15,SE,bullish
2024-08-23,2024-08-15,GTN,bullish
2024-08-15,2024-08-15,NKE,bullish
2024-08-16,2024-08-16,BGFV,bullish
2024-12-31,2024-08-16,HOEGF,bullish
2024-08-16,2024-08-16,AMZN,bullish
2024-08-19,2024-08-16,NAPA,bullish
2024-08-16,2024-08-16,KNSL,bullish
2024-08-21,2024-08-16,ABNB,bullish
2024-08-19,2024-08-17,RMTI,bullish
2024-08-30,2024-08-17,NRP,bullish
2024-08-19,2024-08-17,BA,bullish
2024-08-22,2024-08-18,ODFL,bullish
2024-08-19,2024-08-19,CXDO,bullish
2024-08-19,2024-08-19,APP,bullish
2024-12-27,2024-08-19,ALAR,bullish
2024-08-20,2024-08-20,PINS,bullish
2024-08-20,2024-08-20,PLTR,bullish
2024-08-23,2024-08-21,PAYC,bullish
2025-03-25,2024-08-21,SEG,bullish
2024-08-22,2024-08-21,OEC,bullish
2024-08-23,2024-08-23,IBKR,bullish
2024-10-17,2024-08-23,DNB,bullish
2024-08-26,2024-08-24,HAL,bullish
2024-08-26,2024-08-24,KFS,bullish
2025-01-06,2024-08-26,VBNK,bullish
2024-08-26,2024-08-26,WOW,bullish
2024-08-26,2024-08-26,GOSS,bullish
2024-08-28,2024-08-26,VIRC,bearish
2024-08-28,2024-08-27,SMCI,bearish
2024-08-27,2024-08-27,AMZN,bullish
2024-08-27,2024-08-27,SKYH,bullish
2024-12-20,2024-08-27,RJDG,bullish
2024-08-27,2024-08-27,HROW,bullish
2024-08-28,2024-08-28,PYPL,bullish
2024-12-30,2024-08-28,MAORF,bullish
2024-08-28,2024-08-28,IBTA,bullish
2024-11-04,2024-08-29,AILE,bearish
2024-08-29,2024-08-29,XMTR,bullish
2024-08-30,2024-08-30,SHAK,bearish
2024-12-31,2024-08-31,GENK,bullish
2024-09-03,2024-08-31,APO,bullish
2024-09-03,2024-09-01,ULTA,bullish
2024-09-03,2024-09-01,NU,bullish
2024-09-03,2024-09-02,APEI,bullish
2024-09-03,2024-09-02,SIRI,bullish
2026-04-02,2024-09-02,MPTI,bullish
2024-09-03,2024-09-02,ZIP,bullish
2024-09-03,2024-09-02,MAN,bullish
2024-09-03,2024-09-03,DUOL,bullish
2024-09-03,2024-09-03,DKNG,bullish
2024-09-26,2024-09-03,SUP,bullish
2024-09-03,2024-09-03,DUOL,bullish
2024-09-03,2024-09-03,V,bullish
2024-09-05,2024-09-03,HIMS,bullish
2024-09-03,2024-09-03,HITI,bullish
2024-09-03,2024-09-03,GO,bullish
2024-09-03,2024-09-03,ULTA,bullish
2024-09-12,2024-09-04,RELY,bullish
2025-01-16,2024-09-04,ULH,bullish
2024-11-04,2024-09-05,FTEL,bearish
2024-09-05,2024-09-05,FIVN,bearish
2024-09-05,2024-09-05,NSSC,bearish
2024-09-05,2024-09-05,ELMD,bullish
2024-12-20,2024-09-05,EUSP,bullish
2024-09-05,2024-09-05,EPR,bullish
2024-09-17,2024-09-06,AAP,bullish
2024-12-20,2024-09-07,VWAPY,bullish
2024-09-09,2024-09-08,TISI,bullish
2025-01-02,2024-09-08,SGMA,bullish
2024-09-16,2024-09-08,AXON,bullish
2024-09-18,2024-09-08,RUSHA,bullish
2024-09-18,2024-09-09,JAKK,bullish
2024-09-12,2024-09-09,MIND,bullish
2026-04-03,2024-09-09,NCL,bullish
2024-09-16,2024-09-09,GOOG,bullish
2024-09-10,2024-09-09,HRMY,bullish
2024-09-09,2024-09-09,GSHD,bearish
2024-09-09,2024-09-09,LW,bullish
2024-09-10,2024-09-10,PLAY,bullish
2026-04-02,2024-09-11,GLO,bullish
2024-09-11,2024-09-11,HIMS,bullish
2024-09-11,2024-09-11,VOXX,bullish
2024-09-18,2024-09-11,NSSC,bullish
2024-09-11,2024-09-11,VOXX,bullish
2024-09-24,2024-09-12,LSAK,bullish
2024-09-18,2024-09-12,RBC,bullish
2024-09-17,2024-09-13,JD,bullish
2024-10-04,2024-09-13,KSPI,bullish
2024-09-17,2024-09-14,FWRD,bullish
2024-09-18,2024-09-15,CMPO,bullish
2024-10-14,2024-09-15,CNA,bullish
2024-09-16,2024-09-16,GOOGL,bullish
2024-09-16,2024-09-16,W,bullish
2025-01-17,2024-09-16,FTLF,bullish
2024-09-16,2024-09-16,SDGR,bullish
2024-10-09,2024-09-16,MSI,bullish
2024-09-17,2024-09-17,AADI,bullish
2024-09-17,2024-09-17,TALK,bullish
2024-09-17,2024-09-17,FTCI,bullish
2024-09-19,2024-09-18,C,bullish
2024-09-18,2024-09-18,DLTR,bullish
2024-10-03,2024-09-18,HOOD,bearish
2024-10-14,2024-09-19,DAVA,bullish
2024-09-19,2024-09-19,SPOT,bullish
2024-12-20,2024-09-19,HRGG,bullish
2024-10-15,2024-09-19,WDAY,bullish
2024-09-19,2024-09-19,GTX,bullish
2024-12-23,2024-09-20,AENT,bullish
2024-10-14,2024-09-21,ADBE,bullish
2024-10-11,2024-09-21,KMB,bullish
2024-09-30,2024-09-21,INMB,bullish
2024-12-20,2024-09-21,FDSB,bullish
2024-12-27,2024-09-22,BAESY,bullish
2025-01-31,2024-09-22,TAVHY,bullish
2024-09-23,2024-09-22,UBER,bullish
2024-09-27,2024-09-23,SIRI,bullish
2024-09-23,2024-09-23,FOUR,bullish
2024-09-23,2024-09-23,LAUR,bullish
2024-09-23,2024-09-23,AVTE,bullish
2024-09-23,2024-09-23,IBTA,bullish
2024-09-23,2024-09-23,CZR,bullish
2024-10-16,2024-09-23,RDVT,bullish
2024-10-14,2024-09-23,SMWB,bullish
2024-09-27,2024-09-23,ARQ,bullish
2024-09-23,2024-09-23,OTIS,bullish
2024-10-15,2024-09-24,IDA,bullish
2025-01-16,2024-09-24,NTDOY,bullish
2024-09-24,2024-09-24,RGS,bullish
2024-09-24,2024-09-24,PLTR,bullish
2024-12-20,2024-09-24,BRID,bullish
2025-01-02,2024-09-24,IKNA,bullish
2024-09-24,2024-09-24,LRCX,bullish
2024-10-11,2024-09-25,KHC,bullish
2024-09-25,2024-09-25,METC,bullish
2024-09-25,2024-09-25,PPC,bearish
2024-09-25,2024-09-25,HCC,bullish
2026-04-06,2024-09-26,PPHC,bullish
2024-12-20,2024-09-26,TSSI,bullish
2024-10-07,2024-09-26,CUBI,bullish
2024-09-26,2024-09-26,CASY,bullish
2024-09-26,2024-09-26,LFCR,bullish
2024-09-26,2024-09-26,GLW,bullish
2024-10-14,2024-09-26,PCB,bullish
2024-10-16,2024-09-26,PSFE,bullish
2026-04-02,2024-09-27,BKTI,bullish
2024-09-27,2024-09-27,MANU,bullish
2024-10-03,2024-09-27,UVV,bearish
2024-09-27,2024-09-27,NXT,bullish
2024-09-27,2024-09-27,VSCO,bullish
2024-12-20,2024-09-29,CAFZF,bullish
2024-09-30,2024-09-29,SAVA,bearish
2024-10-11,2024-09-29,KINS,bullish
2024-09-30,2024-09-29,PBF,bullish
2024-10-04,2024-09-30,GRNT,bullish
2024-09-30,2024-09-30,ACMR,bullish
2024-09-30,2024-09-30,GOOG,bullish
2024-09-30,2024-09-30,LOGC,bullish
2024-10-08,2024-10-01,GRND,bullish
2024-10-07,2024-10-01,UPST,bullish
2024-11-26,2024-10-01,ASO,bullish
2024-10-01,2024-10-01,FSLR,bullish
2024-11-11,2024-10-01,IDXX,bullish
2024-10-18,2024-10-02,IMKTA,bullish
2025-01-22,2024-10-03,AMIGY,bullish
2024-10-03,2024-10-03,UFPT,bearish
2024-10-03,2024-10-03,BMY,bullish
2024-10-17,2024-10-03,CVS,bearish
2025-01-02,2024-10-04,WETH,bullish
2025-01-06,2024-10-04,ALCO,bullish
2024-11-22,2024-10-04,ra,bullish
2024-12-26,2024-10-04,HAFN,bullish
2024-10-04,2024-10-04,MCS,bullish
2024-10-07,2024-10-05,ZS,bullish
2024-10-15,2024-10-05,DKS,bullish
2024-10-07,2024-10-06,AFL,bullish
2024-12-31,2024-10-06,GENK,bullish
2025-01-10,2024-10-06,OTCM,bullish
2024-10-07,2024-10-06,IBKR,bullish
2024-10-14,2024-10-07,PATH,bullish
2024-10-07,2024-10-07,UPWK,bullish
2024-10-07,2024-10-07,PLYA,bullish
2024-10-09,2024-10-07,SEAT,bullish
2024-10-08,2024-10-07,BRAG,bullish
2024-10-08,2024-10-07,EW,bullish
2024-10-07,2024-10-07,PLAY,bullish
2024-10-08,2024-10-08,MEDP,bullish
2024-12-30,2024-10-08,CURB,bullish
2024-10-08,2024-10-08,OS,bullish
2024-10-18,2024-10-08,AS,bearish
2024-10-18,2024-10-08,MELI,bullish
2024-10-08,2024-10-08,NAMS,bullish
2024-10-08,2024-10-08,RBLX,bearish
2024-10-11,2024-10-09,TORO,bullish
2024-10-09,2024-10-09,EL,bullish
2024-10-09,2024-10-09,ISSC,bullish
2024-10-14,2024-10-09,RACE,bullish
2024-11-25,2024-10-10,ASPN,bullish
2024-11-01,2024-10-10,CDMO,bullish
2024-10-10,2024-10-10,PEN,bullish
2024-10-10,2024-10-10,AEHR,bullish
2024-10-10,2024-10-10,CELH,bullish
2024-10-10,2024-10-10,ULBI,bullish
2024-12-20,2024-10-10,SKAS,bullish
2024-10-10,2024-10-10,GXO,bullish
2024-10-11,2024-10-11,KINS,bullish
2025-01-07,2024-10-11,NBN,bullish
2024-10-11,2024-10-11,TITN,bullish
2024-10-14,2024-10-12,ASML,bullish
2024-10-15,2024-10-12,AKBA,bullish
2024-10-18,2024-10-12,CAVA,bearish
2024-10-14,2024-10-13,SQ,bullish
2024-11-20,2024-10-13,DE,bullish
2024-10-14,2024-10-13,SE,bullish
2024-10-14,2024-10-13,ASML,bullish
2024-10-14,2024-10-14,KZR,bullish
2024-10-14,2024-10-14,LBRDA,bullish
2024-10-16,2024-10-14,TPB,bullish
2024-10-21,2024-10-14,PAYC,bullish
2024-10-16,2024-10-14,FTHM,bullish
2024-12-24,2024-10-14,CSLR,bullish
2024-10-16,2024-10-14,WU,bullish
2024-10-15,2024-10-15,FROG,bullish
2024-10-15,2024-10-15,JBL,bullish
2024-10-16,2024-10-16,CRWD,bullish
2024-10-16,2024-10-16,LRN,bearish
2024-11-08,2024-10-16,ASML,bullish
2024-11-04,2024-10-16,WCT,bearish
2024-10-16,2024-10-16,NEWT,bullish
2024-12-20,2024-10-17,WLMIF,bullish
2024-10-17,2024-10-17,ICAD,bullish
2024-10-17,2024-10-17,ELF,bullish
2024-10-28,2024-10-17,MDRX,bullish
2024-10-17,2024-10-17,CHTR,bullish
2024-10-17,2024-10-17,FI,bullish
2024-10-18,2024-10-18,KZR,bullish
2024-11-08,2024-10-19,ASML,bullish
2024-11-08,2024-10-20,ASML,bullish
2024-10-21,2024-10-21,ZETA,bearish
2024-10-21,2024-10-21,MDU,bullish
2024-10-21,2024-10-21,BEPC,bullish
2024-10-22,2024-10-22,SAVE,bullish
2024-12-05,2024-10-22,ATAT,bullish
2025-03-25,2024-10-23,SEG,bullish
2024-10-30,2024-10-23,VFC,bullish
2024-11-06,2024-10-23,HZO,bullish
2024-10-29,2024-10-23,PLAB,bullish
2024-10-24,2024-10-24,HIMS,bullish
2024-10-24,2024-10-24,IMMR,bullish
2024-10-30,2024-10-24,TDW,bullish
2024-10-25,2024-10-24,IGIC,bullish
2024-10-24,2024-10-24,ZIM,bullish
2024-11-01,2024-10-25,BLND,bullish
2024-11-05,2024-10-25,AESI,bullish
2024-11-22,2024-10-25,BEAT,bullish
2024-10-25,2024-10-25,AKBA,bullish
2024-11-07,2024-10-26,VALE,bullish
2024-11-06,2024-10-26,HTLD,bullish
2024-11-01,2024-10-26,SYK,bullish
2024-10-28,2024-10-26,ISRG,bullish
2024-10-28,2024-10-26,TSM,bullish
2024-10-28,2024-10-26,HE,bullish
2024-11-08,2024-10-27,ASML,bullish
2024-11-04,2024-10-28,PRKR,bullish
2024-11-29,2024-10-28,STHO,bullish
2024-10-28,2024-10-28,NEXT,bullish
2024-11-12,2024-10-30,HMST,bullish
2024-11-06,2024-10-30,RKLB,bullish
2025-01-31,2024-10-30,CNVS,bullish
2024-10-30,2024-10-30,ALRM,bullish
2024-11-26,2024-10-30,TUSK,bullish
2024-10-30,2024-10-30,SOPH,bullish
2024-11-22,2024-10-30,CLMT,bullish
2024-11-01,2024-11-01,CTVA,bullish
2024-12-20,2024-11-01,ETCC,bullish
2024-11-07,2024-11-02,NVGS,bullish
2024-12-20,2024-11-02,PGNT,bullish
2024-11-06,2024-11-02,TAP,bullish
2024-12-03,2024-11-02,TSM,bullish
2024-12-04,2024-11-03,DIDIY,bullish
2025-01-02,2024-11-03,NCSM,bullish
2024-11-04,2024-11-03,SEM,bullish
2024-11-04,2024-11-03,CVGI,bullish
2024-11-04,2024-11-04,PACS,bearish
2024-11-05,2024-11-04,TRC,bullish
2025-01-06,2024-11-04,PPSI,bullish
2024-11-04,2024-11-04,SLF,bearish
2024-11-07,2024-11-04,SNX,bullish
2024-11-21,2024-11-05,MRK,bullish
2024-11-05,2024-11-05,WSC,bearish
2024-11-05,2024-11-05,GRND,bullish
2024-11-11,2024-11-06,VSAT,bearish
2024-11-06,2024-11-06,RYAAY,bullish
2024-11-06,2024-11-06,DJCO,bearish
2024-11-07,2024-11-07,VLO,bullish
2024-11-07,2024-11-07,DXLG,bullish
2024-12-20,2024-11-07,SPCB,bullish
2025-01-06,2024-11-08,PSHZF,bullish
2024-11-11,2024-11-09,GEVO,bearish
2024-12-02,2024-11-10,CXDO,bullish
2024-11-11,2024-11-10,SKYH,bullish
2024-11-11,2024-11-10,IONQ,bullish
2024-11-11,2024-11-10,RCL,bullish
2024-11-13,2024-11-10,DAC,bullish
2024-11-18,2024-11-10,DG,bullish
2024-12-05,2024-11-11,TIGO,bullish
2024-11-11,2024-11-11,ETSY,bullish
2024-11-11,2024-11-11,BLBD,bullish
2024-11-11,2024-11-11,VET,bullish
2024-11-11,2024-11-11,GL,bullish
2024-11-12,2024-11-12,MOH,bullish
2024-11-13,2024-11-13,AHT,bullish
2025-01-13,2024-11-13,ENSG,bullish
2024-11-13,2024-11-13,BOC,bullish
2024-11-14,2024-11-14,AMBC,bullish
2024-12-20,2024-11-14,ECOR,bullish
2024-11-14,2024-11-14,ACRS,bullish
2025-01-10,2024-11-15,NBIS,bullish
2024-12-03,2024-11-15,MREO,bullish
2024-12-02,2024-11-15,ENZ,bullish
2024-11-25,2024-11-15,DMRC,bullish
2024-11-22,2024-11-17,MELI,bullish
2024-11-18,2024-11-17,OXY,bullish
2024-11-18,2024-11-17,EAF,bearish
2024-11-18,2024-11-18,RCAT,bullish
2024-11-18,2024-11-18,ACLS,bearish
2024-11-18,2024-11-18,UAA,bullish
2024-12-20,2024-11-18,BWEL,bullish
2024-12-20,2024-11-19,ECOR,bullish
2024-11-20,2024-11-20,WDAY,bullish
2025-01-16,2024-11-20,AXR,bullish
2024-11-20,2024-11-20,KNSL,bullish
2024-11-20,2024-11-20,CAMP,bearish
2025-01-17,2024-11-20,IBIT,bullish
2024-11-25,2024-11-21,MDLZ,bullish
2025-01-07,2024-11-21,LEAT,bullish
2024-11-21,2024-11-21,ZGN,bullish
2024-11-21,2024-11-21,TDG,bearish
2024-11-22,2024-11-22,FET,bullish
2024-11-26,2024-11-22,IPA,bullish
2024-11-22,2024-11-22,LE,bearish
2024-11-22,2024-11-22,LB,bullish
2024-11-25,2024-11-23,CBL,bullish
2024-11-25,2024-11-23,SOUN,bullish
2024-12-10,2024-11-23,AMGN,bullish
2024-11-25,2024-11-24,BE,bullish
2024-11-27,2024-11-24,ADP,bullish
2024-12-03,2024-11-24,UPS,bearish
2024-12-02,2024-11-24,QCOM,bullish
2024-11-25,2024-11-25,PYPL,bullish
2024-11-25,2024-11-25,AIP,bullish
2025-01-10,2024-11-25,NBIS,bullish
2024-12-26,2024-11-25,RELY,bullish
2024-11-26,2024-11-26,CONL,bearish
2024-11-26,2024-11-26,SIMO,bullish
2024-11-26,2024-11-26,NVO,bullish
2024-11-26,2024-11-26,ASPI,bearish
2025-01-02,2024-11-27,HHDS,bullish
2024-12-03,2024-11-27,AMZN,bullish
2024-12-23,2024-11-28,NSRGY,bullish
2024-11-29,2024-11-28,EAT,bullish
2024-11-29,2024-11-29,NFE,bullish
2024-12-20,2024-11-30,INFY,bearish
