trigger_dt,pitch_dt,ticker,sentiment
2024-02-07,2024-01-14,EXPE,bullish
2024-01-16,2024-01-14,AMZN,bullish
2024-12-31,2024-01-15,AOIFF,bullish
2024-01-25,2024-01-15,NSSC,bullish
2024-02-07,2024-01-15,EMR,bullish
2024-02-14,2024-01-15,RMBL,bullish
2024-01-16,2024-01-16,MSFT,bullish
2024-01-22,2024-01-16,OII,bullish
2024-02-26,2024-01-16,CEIX,bullish
2024-01-16,2024-01-16,SOFI,bearish
2024-01-23,2024-01-16,ROKU,bullish
2024-02-02,2024-01-16,DFS,bullish
2024-02-06,2024-01-16,BIDU,bullish
2024-01-17,2024-01-17,HMST,bullish
2024-01-23,2024-01-17,SE,bullish
2024-01-17,2024-01-17,BXMT,bearish
2024-01-17,2024-01-17,CLPT,bullish
2024-01-17,2024-01-17,VINP,bullish
2024-01-19,2024-01-17,SBUX,bullish
2024-01-17,2024-01-17,EPD,bullish
2024-02-06,2024-01-17,BKNG,bullish
2024-01-23,2024-01-18,BELFB,bullish
2024-01-18,2024-01-18,BTI,bullish
2024-02-01,2024-01-18,STLA,bullish
2024-01-18,2024-01-18,ALPP,bearish
2024-01-18,2024-01-18,UBER,bullish
2024-01-26,2024-01-18,TGB,bullish
2024-12-30,2024-01-18,GBFH,bullish
2024-01-30,2024-01-19,JPM,bullish
2026-04-02,2024-01-19,MPTI,bullish
2024-02-12,2024-01-19,TG,bullish
2024-02-07,2024-01-19,EXPE,bullish
2024-01-30,2024-01-19,JPM,bullish
2024-02-07,2024-01-19,DOCN,bullish
2025-01-03,2024-01-19,MRVSY,bullish
2024-02-08,2024-01-19,NVTS,bullish
2024-01-19,2024-01-19,KNSL,bullish
2024-12-20,2024-01-20,PFX,bullish
2024-01-25,2024-01-20,FLR,bullish
2024-01-24,2024-01-20,BTE,bullish
2024-02-06,2024-01-21,RIVN,bullish
2024-02-09,2024-01-21,TDOC,bullish
2024-01-22,2024-01-22,CPRT,bullish
2024-03-27,2024-01-22,ZIM,bullish
2024-01-26,2024-01-22,EBAY,bullish
2024-02-06,2024-01-22,SAVE,bullish
2024-01-29,2024-01-22,UL,bullish
2024-01-29,2024-01-22,SOFI,bullish
2024-01-22,2024-01-22,IOT,bearish
2024-01-22,2024-01-22,SNPS,bullish
2024-02-14,2024-01-22,SQM,bullish
2024-01-26,2024-01-22,PARA,bullish
2024-02-16,2024-01-23,KMI,bullish
2024-01-23,2024-01-23,MMM,bearish
2024-02-22,2024-01-23,CHPT,bearish
2024-01-23,2024-01-23,GLD,bearish
2024-02-09,2024-01-23,TNDM,bullish
2024-01-23,2024-01-23,TSLA,bearish
2024-02-12,2024-01-24,HD,bullish
2024-12-26,2024-01-24,ATHOF,bullish
2024-02-08,2024-01-24,JAKK,bullish
2024-01-29,2024-01-24,TGLS,bullish
2024-01-29,2024-01-24,FLL,bullish
2024-01-29,2024-01-24,SOFI,bullish
2024-01-24,2024-01-24,LBTYA,bullish
2024-01-24,2024-01-24,SNAP,bearish
2024-01-24,2024-01-24,SEAT,bullish
2024-01-24,2024-01-24,GB,bullish
2024-01-25,2024-01-25,PAR,bullish
2024-01-29,2024-01-25,BTI,bullish
2025-01-07,2024-01-25,NBN,bullish
2025-01-17,2024-01-25,DUFRY,bullish
2024-01-25,2024-01-25,CSV,bullish
2024-03-11,2024-01-25,ETN,bearish
2024-01-29,2024-01-25,JD,bullish
2024-01-25,2024-01-25,PYPL,bullish
2026-02-13,2024-01-25,MPU,bearish
2024-01-26,2024-01-26,CDMO,bullish
2024-12-23,2024-01-26,GRUSF,bullish
2024-02-02,2024-01-28,CI,bullish
2024-01-29,2024-01-28,LAZR,bullish
2024-01-29,2024-01-28,PARA,bullish
2024-01-29,2024-01-29,CDE,bullish
2024-02-12,2024-01-29,CUTR,bullish
2024-01-29,2024-01-29,HSII,bullish
2024-01-29,2024-01-29,GD,bullish
2024-02-09,2024-01-29,MWA,bullish
2024-01-29,2024-01-29,BIP,bullish
2024-01-29,2024-01-29,AAP,bullish
2024-02-26,2024-01-29,TIPT,bullish
2024-02-07,2024-01-29,NIO,bullish
2024-01-29,2024-01-29,PYPL,bullish
2024-01-31,2024-01-29,SLGN,bullish
2024-01-30,2024-01-30,FLT,bullish
2024-01-31,2024-01-30,CAVA,bearish
2024-01-30,2024-01-30,SOFI,bullish
2024-01-30,2024-01-30,EPD,bullish
2024-01-30,2024-01-30,WDFC,bearish
2024-12-20,2024-01-30,CREX,bullish
2024-01-30,2024-01-30,MATW,bullish
2025-01-21,2024-01-30,EADSY,bullish
2024-01-30,2024-01-30,KMPR,bullish
2024-02-08,2024-01-30,ODD,bullish
2024-12-20,2024-01-30,TCEHY,bullish
2024-01-30,2024-01-30,IBM,bullish
2024-01-30,2024-01-30,CRM,bullish
2024-01-31,2024-01-31,COF,bullish
2024-01-31,2024-01-31,NVDA,bullish
2024-01-31,2024-01-31,DE,bullish
2024-02-12,2024-01-31,DLTH,bullish
2024-01-31,2024-01-31,AMD,bullish
2024-02-14,2024-01-31,RKLB,bullish
2024-01-31,2024-01-31,LLY,bullish
2024-01-31,2024-01-31,CPS,bullish
2024-02-08,2024-01-31,PARA,bearish
2024-02-01,2024-02-01,ARGX,bullish
2025-01-21,2024-02-01,VONOY,bullish
2024-02-01,2024-02-01,SOFI,bullish
2024-02-01,2024-02-01,CRBU,bullish
2024-02-07,2024-02-01,NU,bullish
2024-03-13,2024-02-01,GOOGL,bullish
2024-02-02,2024-02-02,VRT,bullish
2024-02-14,2024-02-02,RKLB,bullish
2024-02-07,2024-02-02,LQDA,bullish
2024-02-02,2024-02-02,FIGS,bullish
2024-02-02,2024-02-02,CHX,bullish
2024-02-02,2024-02-02,OTIS,bullish
2024-02-02,2024-02-02,AZO,bullish
2024-02-02,2024-02-02,DAKT,bullish
2024-02-02,2024-02-02,CTLP,bullish
2024-02-05,2024-02-04,META,bullish
2024-02-12,2024-02-04,CULP,bullish
2024-02-05,2024-02-04,CLF,bullish
2024-03-04,2024-02-04,GTIM,bullish
2024-02-16,2024-02-05,OLN,bullish
2024-02-08,2024-02-05,PRMW,bullish
2024-02-12,2024-02-05,PRCH,bullish
2024-02-05,2024-02-05,PG,bullish
2024-02-22,2024-02-05,NYCB,bullish
2024-03-04,2024-02-05,GTIM,bullish
2024-02-09,2024-02-06,ZIMV,bullish
2024-02-16,2024-02-06,SU,bullish
2024-02-06,2024-02-06,KC,bullish
2024-02-06,2024-02-06,EWBC,bearish
2024-02-06,2024-02-06,PLTR,bullish
2024-02-27,2024-02-06,BZH,bullish
2024-02-07,2024-02-07,PLTR,bullish
2024-02-07,2024-02-07,AMZN,bullish
2024-12-31,2024-02-07,OILSF,bullish
2024-02-07,2024-02-07,EL,bullish
2024-11-22,2024-02-07,SILC,bullish
2024-02-08,2024-02-07,FF,bullish
2024-02-07,2024-02-07,BABA,bullish
2025-01-16,2024-02-07,PROP,bullish
2024-02-07,2024-02-07,POWL,bullish
2024-02-07,2024-02-07,T,bullish
2024-02-13,2024-02-07,IIIV,bullish
2024-02-28,2024-02-08,TGTX,bullish
2024-02-08,2024-02-08,FF,bullish
2024-02-14,2024-02-08,BORR,bullish
2024-02-12,2024-02-08,AMPY,bullish
2024-02-08,2024-02-08,UBER,bullish
2024-02-08,2024-02-08,ACTG,bullish
2024-03-06,2024-02-08,FC,bullish
2024-02-09,2024-02-09,KNSL,bullish
2024-02-09,2024-02-09,SAVE,bullish
2024-02-09,2024-02-09,MCFT,bullish
2024-02-09,2024-02-09,QRVO,bullish
2024-02-28,2024-02-09,PYPL,bullish
2025-01-21,2024-02-09,ADYEY,bullish
2024-02-15,2024-02-10,DFH,bullish
2024-02-20,2024-02-10,AEM,bullish
2024-02-12,2024-02-10,ENPH,bullish
2024-02-12,2024-02-10,ADM,bullish
2024-02-12,2024-02-10,NYCB,bearish
2024-02-29,2024-02-11,AMD,bullish
2024-11-27,2024-02-11,LEE,bullish
2024-02-21,2024-02-11,NECB,bullish
2024-02-12,2024-02-11,MAPS,bullish
2024-02-12,2024-02-11,KVUE,bearish
2024-02-12,2024-02-11,IMMR,bullish
2024-02-15,2024-02-12,ANVS,bullish
2024-02-12,2024-02-12,ETWO,bullish
2024-02-12,2024-02-12,BLDR,bullish
2024-02-12,2024-02-12,GCT,bullish
2024-02-12,2024-02-12,VNDA,bullish
2024-02-28,2024-02-12,PYPL,bullish
2024-02-12,2024-02-12,SE,bullish
2024-02-12,2024-02-12,MSFT,bullish
2024-02-12,2024-02-12,CAVA,bullish
2024-02-12,2024-02-12,FRPT,bearish
2025-01-17,2024-02-13,LDNXF,bullish
2024-02-13,2024-02-13,ZI,bullish
2024-02-13,2024-02-13,KNSL,bullish
2024-02-13,2024-02-13,TELL,bullish
2025-01-23,2024-02-13,NPSNY,bullish
2024-02-22,2024-02-13,ZTS,bullish
2024-02-13,2024-02-13,WISH,bullish
2024-02-28,2024-02-13,PYPL,bullish
2024-02-13,2024-02-13,AG,bearish
2024-02-13,2024-02-13,DHR,bullish
2024-03-05,2024-02-14,SOFI,bearish
2024-02-14,2024-02-14,AREC,bullish
2024-02-23,2024-02-14,AAL,bullish
2024-02-14,2024-02-14,SOFI,bullish
2024-02-15,2024-02-15,APP,bullish
2024-12-20,2024-02-15,AGNCP,bullish
2024-02-15,2024-02-15,VZIO,bullish
2024-03-11,2024-02-15,ALLY,bullish
2024-02-15,2024-02-15,HAS,bullish
2025-01-10,2024-02-15,MFCSF,bullish
2024-02-15,2024-02-15,CPNG,bullish
2024-02-26,2024-02-15,SUP,bullish
2024-02-21,2024-02-15,PM,bullish
2024-12-20,2024-02-15,NMYSF,bullish
2024-02-15,2024-02-15,XPER,bullish
2024-02-15,2024-02-15,NVO,bullish
2024-02-15,2024-02-15,CLS,bullish
2025-02-03,2024-02-15,RDCPF,bullish
2024-02-15,2024-02-15,MPLX,bullish
2024-02-26,2024-02-15,IDT,bullish
2024-02-16,2024-02-15,ET,bullish
2024-02-15,2024-02-15,ONTF,bullish
2025-01-15,2024-02-15,TRRVF,bullish
2024-02-16,2024-02-16,PAYO,bullish
2024-02-16,2024-02-16,CMI,bullish
2024-03-18,2024-02-18,CCSI,bullish
2024-02-20,2024-02-19,BTI,bullish
2024-12-20,2024-02-19,UNIF,bullish
2025-01-02,2024-02-19,IVFH,bullish
2024-03-08,2024-02-19,IFF,bullish
2024-02-20,2024-02-19,VIRT,bullish
2024-02-21,2024-02-19,SN,bullish
2024-02-20,2024-02-19,IMXI,bullish
2024-03-07,2024-02-20,STNG,bullish
2024-12-02,2024-02-20,MTBA,bullish
2024-02-20,2024-02-20,PPSI,bullish
2025-02-19,2024-02-20,MGYR,bullish
2024-02-20,2024-02-20,JMIA,bullish
2025-01-23,2024-02-20,PROSY,bullish
2024-02-20,2024-02-20,STM,bullish
2024-04-05,2024-02-21,META,bullish
2024-03-06,2024-02-21,AER,bullish
2024-02-22,2024-02-21,O,bullish
2024-02-21,2024-02-21,QRTEA,bullish
2024-03-06,2024-02-21,TXRH,bearish
2024-02-21,2024-02-21,CFLT,bullish
2024-02-22,2024-02-22,AZN,bullish
2024-02-22,2024-02-22,SND,bullish
2024-03-01,2024-02-22,SIX,bullish
2024-02-29,2024-02-22,MRVL,bullish
2024-05-14,2024-02-22,NLOP,bullish
2024-02-23,2024-02-22,NVDA,bullish
2024-02-23,2024-02-23,DESP,bullish
2024-02-23,2024-02-23,BIDU,bullish
2025-01-23,2024-02-23,FIHL,bullish
2024-03-21,2024-02-23,MELI,bullish
2024-02-28,2024-02-23,PYPL,bullish
2024-02-23,2024-02-23,RTH,bullish
2024-02-23,2024-02-23,BUR,bullish
2025-01-13,2024-02-23,SODI,bullish
2024-03-08,2024-02-23,CPS,bullish
2024-02-23,2024-02-23,BABA,bullish
2024-02-23,2024-02-23,FOSL,bullish
2024-02-26,2024-02-23,WRBY,bearish
2024-02-26,2024-02-24,EAF,bullish
2024-02-26,2024-02-24,JOE,bullish
2024-03-01,2024-02-24,SPR,bullish
2024-02-26,2024-02-25,LVTX,bullish
2024-02-26,2024-02-25,VMEO,bullish
2024-02-26,2024-02-25,QUIK,bullish
2024-02-26,2024-02-25,PEP,bearish
2024-02-26,2024-02-25,VRTX,bullish
2024-03-04,2024-02-25,SKYH,bullish
2024-03-12,2024-02-25,GLBE,bullish
2024-02-29,2024-02-26,CZR,bullish
2024-02-26,2024-02-26,ROOT,bullish
2024-02-26,2024-02-26,VMEO,bullish
2024-02-26,2024-02-26,LTRPA,bullish
2024-02-29,2024-02-26,DRVN,bullish
2024-02-27,2024-02-27,ZM,bullish
2025-01-06,2024-02-27,RMT,bullish
2024-03-11,2024-02-28,ALLY,bullish
2024-02-28,2024-02-28,LTRPA,bullish
2024-03-13,2024-02-28,GOOGL,bullish
2024-02-28,2024-02-28,PK,bullish
2024-03-01,2024-02-29,RICK,bullish
2024-02-29,2024-02-29,TCS,bullish
2024-03-25,2024-02-29,SNOW,bullish
2024-03-01,2024-03-01,HPP,bearish
2024-03-01,2024-03-01,HIMS,bullish
2024-03-26,2024-03-01,ZS,bullish
2024-03-01,2024-03-01,LMNR,bullish
2024-03-08,2024-03-01,GOGO,bullish
2024-03-11,2024-03-01,BELFB,bullish
2024-03-01,2024-03-01,SQ,bullish
2024-12-20,2024-03-03,CYAN,bullish
2024-03-08,2024-03-03,WBD,bullish
2024-03-07,2024-03-03,PL,bullish
2024-03-04,2024-03-03,CPRT,bullish
2024-03-04,2024-03-04,LI,bullish
2024-03-04,2024-03-04,OPRA,bullish
2024-04-24,2024-03-04,NTES,bullish
2024-03-05,2024-03-05,PYPL,bullish
2024-03-19,2024-03-05,DAVA,bullish
2024-12-20,2024-03-05,SKAS,bullish
2024-03-07,2024-03-05,MNDY,bullish
2024-03-06,2024-03-06,NEWT,bullish
2024-03-15,2024-03-06,QIPT,bullish
2024-03-06,2024-03-06,CRM,bullish
2024-03-06,2024-03-06,AIA,bullish
2024-03-06,2024-03-06,TWLO,bullish
2024-04-29,2024-03-06,CRWD,bullish
2024-03-06,2024-03-06,XPOF,bullish
2024-03-07,2024-03-07,ARM,bearish
2024-07-18,2024-03-07,KSPI,bullish
2024-05-22,2024-03-07,NYCB,bearish
2024-03-07,2024-03-07,ACHR,bearish
2024-12-20,2024-03-07,CURLF,bullish
2024-03-08,2024-03-08,CCCS,bullish
2025-01-21,2024-03-08,SMLR,bullish
2024-03-08,2024-03-08,VMD,bullish
2024-04-09,2024-03-08,ASAN,bullish
2024-12-20,2024-03-09,AMNF,bullish
2024-03-22,2024-03-10,CPRI,bearish
2024-03-20,2024-03-10,SBNY,bullish
2024-12-30,2024-03-11,NAII,bullish
2024-03-14,2024-03-11,MSFT,bullish
2024-03-22,2024-03-11,RSG,bullish
2024-03-11,2024-03-11,AL,bullish
2024-03-11,2024-03-11,STNG,bullish
2024-03-12,2024-03-12,ORCL,bullish
2025-01-06,2024-03-12,NEPH,bullish
2024-03-12,2024-03-12,TSM,bullish
2024-03-12,2024-03-12,TSM,bullish
2024-03-21,2024-03-13,GRFS,bullish
2024-04-08,2024-03-13,SHC,bullish
2024-03-13,2024-03-13,CALM,bullish
2024-03-15,2024-03-14,NCMI,bullish
2024-04-03,2024-03-14,PRPL,bullish
2024-04-05,2024-03-14,S,bullish
2024-04-04,2024-03-14,ENFN,bearish
2024-03-26,2024-03-14,FL,bullish
2024-04-23,2024-03-15,SKYW,bullish
2024-03-15,2024-03-15,ORCL,bullish
2024-03-20,2024-03-16,DAC,bullish
2024-05-03,2024-03-16,SPHR,bullish
2024-03-22,2024-03-17,RUM,bearish
2024-03-26,2024-03-17,CASH,bullish
2024-03-18,2024-03-17,DB,bullish
2024-03-18,2024-03-17,PYPL,bullish
2024-03-20,2024-03-18,XMTR,bullish
2024-03-21,2024-03-18,TTC,bullish
2024-03-27,2024-03-18,SOFI,bullish
2024-03-18,2024-03-18,EB,bullish
2024-03-18,2024-03-18,HIMS,bullish
2024-04-24,2024-03-18,SLVM,bullish
2024-04-10,2024-03-18,BABA,bullish
2024-03-19,2024-03-19,GLBE,bullish
2024-03-20,2024-03-19,DOYU,bullish
2024-11-04,2024-03-19,FTLF,bearish
2024-03-22,2024-03-19,SPSC,bullish
2024-03-22,2024-03-20,JRVR,bullish
2024-03-20,2024-03-20,EQIX,bearish
2024-05-06,2024-03-20,CRM,bullish
2024-03-21,2024-03-21,SN,bullish
2024-03-26,2024-03-21,HSY,bearish
2024-04-25,2024-03-21,ABNB,bullish
2024-03-21,2024-03-21,RYAAY,bullish
2024-03-25,2024-03-21,AVGO,bullish
2024-03-22,2024-03-22,SMLP,bullish
2024-04-17,2024-03-22,LFVN,bullish
2024-04-15,2024-03-22,SPRB,bullish
2024-04-09,2024-03-22,YRD,bullish
2024-03-28,2024-03-24,ACRS,bullish
2024-03-25,2024-03-24,EG,bullish
2024-03-25,2024-03-24,GEO,bullish
2024-03-25,2024-03-24,MPW,bearish
2024-03-27,2024-03-24,IAC,bullish
2024-03-25,2024-03-25,LNC,bullish
2024-03-26,2024-03-26,PINS,bullish
2024-04-12,2024-03-26,DFIN,bullish
2024-03-26,2024-03-26,TIGO,bullish
2024-03-27,2024-03-27,RH,bullish
2024-03-27,2024-03-27,JPM,bullish
2024-04-02,2024-03-27,DKS,bearish
2024-04-29,2024-03-27,ULTA,bullish
2024-04-09,2024-03-27,BA,bearish
2024-11-04,2024-03-28,DLVHF,bearish
2024-03-28,2024-03-28,NNI,bullish
2024-04-25,2024-03-28,CFLT,bullish
2024-05-02,2024-03-28,QCOM,bullish
2024-03-28,2024-03-28,BLBD,bullish
2024-05-07,2024-03-28,PKG,bullish
2024-04-16,2024-03-29,HUMA,bullish
2024-12-26,2024-03-30,SBFM,bullish
2024-04-18,2024-03-31,LULU,bullish
2024-11-22,2024-03-31,MATH,bullish
2025-01-08,2024-03-31,RBGLY,bullish
2024-05-08,2024-03-31,OTIS,bullish
2024-04-01,2024-03-31,LILAK,bullish
2024-05-06,2024-03-31,CRM,bullish
2024-06-07,2024-04-01,VSCO,bearish
2024-04-03,2024-04-01,AMZN,bullish
2024-05-06,2024-04-01,MSFT,bullish
2024-04-02,2024-04-02,JXN,bullish
2024-04-03,2024-04-03,IGIC,bullish
2024-04-11,2024-04-03,ARDX,bullish
2024-04-18,2024-04-03,LULU,bullish
2024-04-30,2024-04-03,BLZE,bullish
2024-04-03,2024-04-03,SSTI,bullish
2024-12-20,2024-04-04,CREX,bullish
2025-01-03,2024-04-04,HRBR,bullish
2024-04-04,2024-04-04,GOGO,bullish
2024-04-12,2024-04-04,MQ,bearish
2025-08-08,2024-04-05,OMDA,bullish
2024-04-05,2024-04-05,IHRT,bullish
2024-04-10,2024-04-05,SMG,bearish
2024-04-05,2024-04-05,SPWH,bullish
2024-04-08,2024-04-06,META,bullish
2024-04-08,2024-04-06,DOOO,bullish
2024-04-10,2024-04-06,CPNG,bullish
2024-04-08,2024-04-07,HROW,bullish
2024-04-11,2024-04-07,DESP,bullish
2024-12-20,2024-04-07,CARD,bullish
2024-04-08,2024-04-08,GTLB,bullish
2024-04-08,2024-04-08,APP,bullish
2024-04-25,2024-04-08,PAG,bullish
2024-04-23,2024-04-08,PRDO,bullish
2024-04-08,2024-04-08,HITI,bullish
2024-04-08,2024-04-08,WYNN,bullish
2024-12-20,2024-04-08,VPRB,bullish
2024-04-08,2024-04-08,VYX,bullish
2024-04-25,2024-04-08,GTX,bullish
2024-05-30,2024-04-09,MTDR,bullish
2024-05-06,2024-04-09,HMC,bullish
2024-04-24,2024-04-09,OKE,bullish
2024-04-12,2024-04-09,AGX,bullish
2024-12-23,2024-04-09,ZTSTF,bullish
2024-04-12,2024-04-09,PSNY,bearish
2024-04-23,2024-04-10,PPL,bullish
2024-04-30,2024-04-10,NXT,bullish
2024-11-04,2024-04-10,PODC,bearish
2024-04-10,2024-04-10,LEU,bullish
2024-05-10,2024-04-11,TGT,bullish
2024-04-11,2024-04-11,GL,bearish
2024-05-01,2024-04-11,TGTX,bullish
2024-04-11,2024-04-11,MU,bullish
2024-04-23,2024-04-11,RKLB,bullish
2024-11-04,2024-04-11,MGRM,bearish
2024-04-15,2024-04-12,CRDO,bearish
2024-04-12,2024-04-12,QDEL,bullish
2024-04-12,2024-04-12,gdxj,bullish
2024-04-23,2024-04-14,DAL,bullish
2024-04-29,2024-04-15,UAN,bullish
2024-04-23,2024-04-15,MOMO,bullish
2024-05-03,2024-04-15,NU,bullish
2024-05-10,2024-04-16,SRAD,bullish
2024-04-29,2024-04-16,PYPL,bullish
2024-05-06,2024-04-16,APP,bullish
2024-04-23,2024-04-16,LMNR,bullish
2024-04-18,2024-04-16,DAWN,bullish
2024-04-23,2024-04-16,JOBY,bullish
2024-05-01,2024-04-16,AXTA,bullish
2024-04-24,2024-04-16,ZM,bullish
2024-05-07,2024-04-17,RTO,bullish
2024-05-21,2024-04-17,XPEL,bullish
2024-05-10,2024-04-17,DG,bullish
2024-05-17,2024-04-17,CAAS,bullish
2024-05-07,2024-04-17,SMCI,bullish
2024-04-23,2024-04-18,SOFI,bullish
2024-04-22,2024-04-18,LPLA,bullish
2024-04-18,2024-04-18,LEV,bearish
2024-04-18,2024-04-18,ZUO,bullish
2024-04-18,2024-04-18,UNH,bullish
2024-04-18,2024-04-18,PRI,bearish
2024-05-09,2024-04-19,BMRA,bullish
2024-12-20,2024-04-19,PXS,bullish
2024-04-19,2024-04-19,JRVR,bullish
2024-04-23,2024-04-19,FA,bullish
2024-04-24,2024-04-20,DDOG,bullish
2025-01-17,2024-04-20,FRMO,bullish
2024-04-24,2024-04-21,AGR,bullish
2024-05-03,2024-04-22,WDAY,bullish
2024-05-06,2024-04-22,TZOO,bullish
2024-05-14,2024-04-22,BCC,bullish
2024-05-03,2024-04-23,CDLX,bullish
2024-04-29,2024-04-23,WSC,bullish
2024-11-04,2024-04-24,BSTT,bearish
2024-05-07,2024-04-24,ADTH,bullish
2024-05-03,2024-04-25,TSM,bullish
2024-05-09,2024-04-26,CP,bullish
2024-05-13,2024-04-28,KNSL,bullish
2024-12-23,2024-04-28,SGRP,bullish
2024-05-06,2024-04-28,NFLX,bullish
2024-05-08,2024-04-28,META,bullish
2024-07-18,2024-04-28,KSPI,bullish
2024-05-06,2024-04-29,MBUU,bullish
2024-05-06,2024-04-29,X,bullish
2024-04-30,2024-04-30,AWRE,bullish
2024-05-01,2024-05-01,LAUR,bullish
2024-05-22,2024-05-01,EXPI,bearish
2024-05-16,2024-05-01,SBUX,bullish
2024-05-01,2024-05-01,COIN,bearish
2024-05-01,2024-05-01,AMT,bullish
2024-05-01,2024-05-01,SHCR,bullish
2024-05-03,2024-05-03,NET,bearish
2024-05-06,2024-05-04,DKNG,bullish
2024-05-30,2024-05-04,DFH,bullish
2024-05-09,2024-05-06,SQ,bullish
2024-05-07,2024-05-07,NOTE,bullish
2024-12-26,2024-05-07,FGPRB,bullish
2024-05-10,2024-05-07,PLTR,bearish
2024-11-12,2024-05-07,CCRD,bullish
2024-05-21,2024-05-08,DDOG,bullish
2024-05-08,2024-05-08,QRTEA,bullish
2024-05-08,2024-05-08,MIND,bullish
2024-06-21,2024-05-09,FIVN,bullish
2024-05-28,2024-05-10,EVLV,bullish
2024-05-14,2024-05-10,SOFI,bullish
2024-05-23,2024-05-10,GXO,bearish
2024-05-10,2024-05-10,SRTS,bullish
2024-05-10,2024-05-10,MPAA,bullish
2024-05-31,2024-05-10,AMPY,bullish
2024-05-10,2024-05-10,ESAB,bullish
2024-05-13,2024-05-11,OFIX,bullish
2024-05-13,2024-05-12,NU,bullish
2024-05-13,2024-05-13,CLH,bullish
2024-05-13,2024-05-13,DCO,bullish
2024-05-14,2024-05-14,PODD,bearish
2025-01-21,2024-05-14,HIFS,bullish
2024-05-14,2024-05-14,VTSI,bullish
2024-05-14,2024-05-14,DE,bullish
2025-02-13,2024-05-14,RSSS,bullish
2024-05-14,2024-05-14,IGIC,bullish
2024-05-15,2024-05-15,STKL,bearish
2024-05-15,2024-05-15,INBX,bullish
2024-12-31,2024-05-15,SYZLF,bullish
2024-05-15,2024-05-15,FLL,bullish
2024-05-15,2024-05-15,NGVC,bullish
2024-05-15,2024-05-15,CCLD,bullish
2024-05-16,2024-05-16,SMWB,bullish
2024-12-20,2024-05-16,SOWG,bullish
2025-01-02,2024-05-18,KEWL,bullish
2024-05-20,2024-05-19,FFNW,bullish
2024-06-06,2024-05-19,ZI,bullish
2024-05-30,2024-05-19,SGU,bullish
2024-05-20,2024-05-19,MELI,bullish
2024-05-20,2024-05-19,ZM,bullish
2024-05-30,2024-05-21,PLTR,bullish
2024-06-04,2024-05-21,MSGS,bullish
2024-05-21,2024-05-21,MSCI,bullish
2025-01-03,2024-05-21,COKE,bullish
2024-05-21,2024-05-21,TTC,bearish
2024-05-21,2024-05-21,MGPI,bearish
2024-05-29,2024-05-22,SKWD,bullish
2024-06-05,2024-05-22,FF,bullish
2024-05-22,2024-05-22,MSFT,bullish
2024-05-23,2024-05-23,HCKT,bullish
2025-01-02,2024-05-23,VOXR,bullish
2024-05-24,2024-05-23,ASPN,bullish
2024-06-10,2024-05-23,CNH,bullish
2024-05-24,2024-05-23,SNOW,bearish
2024-05-23,2024-05-23,OTEX,bullish
2024-07-05,2024-05-23,TMDX,bullish
2024-05-23,2024-05-23,AYTU,bullish
2024-05-29,2024-05-24,DUOL,bullish
2024-06-17,2024-05-25,WDAY,bullish
2024-05-28,2024-05-25,EXPE,bullish
2024-05-28,2024-05-26,FUN,bullish
2026-04-16,2024-05-26,AMS,bullish
2024-12-27,2024-05-26,ALAR,bullish
2024-05-28,2024-05-28,ADMA,bullish
2024-05-31,2024-05-28,CHRD,bullish
2024-05-30,2024-05-29,NNBR,bullish
2025-01-02,2024-05-29,IKNA,bullish
2024-06-07,2024-05-29,MNST,bullish
2024-05-30,2024-05-30,FFIV,bullish
2024-12-20,2024-05-30,MRLWF,bullish
2024-05-30,2024-05-30,GASS,bullish
2024-05-30,2024-05-30,GO,bullish
2024-06-07,2024-05-31,AZO,bullish
2024-05-31,2024-05-31,HNRG,bullish
2024-07-15,2024-06-01,TWKS,bullish
2024-06-03,2024-06-01,PTLO,bullish
2024-07-10,2024-06-02,FUTU,bullish
2024-07-01,2024-06-02,IBKR,bullish
2024-06-03,2024-06-02,HIMS,bullish
2024-06-12,2024-06-02,ICHR,bullish
2024-07-02,2024-06-03,GDDY,bullish
2024-06-21,2024-06-03,NU,bullish
2024-06-04,2024-06-03,DENN,bullish
2024-06-03,2024-06-03,IBIO,bullish
2025-01-02,2024-06-04,IVFH,bullish
2024-06-04,2024-06-04,GFF,bearish
2024-06-04,2024-06-04,HIMS,bullish
2024-06-05,2024-06-05,CORZ,bullish
2024-06-05,2024-06-05,TWST,bullish
2024-06-05,2024-06-05,LULU,bullish
2024-06-17,2024-06-05,CMPO,bullish
2024-06-18,2024-06-06,MNY,bullish
2024-06-17,2024-06-06,PAR,bullish
2024-06-06,2024-06-06,KD,bearish
2024-06-24,2024-06-06,FLUT,bullish
2024-06-21,2024-06-06,LMND,bullish
2024-06-12,2024-06-06,NICE,bullish
2024-06-06,2024-06-06,BYFC,bullish
2026-04-02,2024-06-06,LSF,bullish
2024-06-17,2024-06-07,CP,bullish
2024-06-07,2024-06-07,HII,bullish
2024-07-10,2024-06-07,APTV,bullish
2024-12-20,2024-06-09,CREX,bullish
2024-06-10,2024-06-09,ULTA,bullish
2024-06-14,2024-06-10,S,bullish
2024-06-24,2024-06-10,WAL,bullish
2024-06-18,2024-06-10,LFUS,bullish
2024-07-15,2024-06-10,NATL,bullish
2024-06-11,2024-06-11,SOFI,bullish
2024-06-11,2024-06-11,MRX,bullish
2024-06-11,2024-06-11,VNDA,bullish
2024-06-11,2024-06-11,CORZ,bullish
